id,igdb_id,twitch_id,name,datetime,view_count
114795_4_26_19,114795,511224,Apex Legends,2023-04-26 19:01:43.705372+00:00,48268
131800_4_26_19,131800,512710,Call of Duty: Warzone,2023-04-26 19:01:43.705372+00:00,49550
123_4_26_19,123,18122,World of Warcraft,2023-04-26 19:01:43.705372+00:00,39648
45517_4_26_19,45517,29452,Virtual Casino,2023-04-26 19:01:43.705372+00:00,45702
2903_4_26_19,2903,66170,Warframe,2023-04-26 19:01:43.705372+00:00,33613
125174_4_26_19,125174,515025,Overwatch 2,2023-04-26 19:01:43.705372+00:00,23938
18866_4_26_19,18866,491487,Dead by Daylight,2023-04-26 19:01:43.705372+00:00,17206
126459_4_26_20,126459,516575,VALORANT,2023-04-26 20:01:59.805443+00:00,190364
1020_4_26_20,1020,32982,Grand Theft Auto V,2023-04-26 20:01:59.805443+00:00,148690
1372_4_26_20,1372,32399,Counter-Strike: Global Offensive,2023-04-26 20:01:59.805443+00:00,215191
2963_4_26_20,2963,29595,Dota 2,2023-04-26 20:01:59.805443+00:00,205873
121_4_26_20,121,27471,Minecraft,2023-04-26 20:01:59.805443+00:00,195185
115_4_26_20,115,21779,League of Legends,2023-04-26 20:01:59.805443+00:00,100346
178282_4_26_20,178282,213930085,Honkai: Star Rail,2023-04-26 20:01:59.805443+00:00,73992
3277_4_26_20,3277,263490,Rust,2023-04-26 20:01:59.805443+00:00,88545
114795_4_26_20,114795,511224,Apex Legends,2023-04-26 20:01:59.805443+00:00,49619
131800_4_26_20,131800,512710,Call of Duty: Warzone,2023-04-26 20:01:59.805443+00:00,48197
1905_4_26_20,1905,33214,Fortnite,2023-04-26 20:01:59.805443+00:00,34871
123_4_26_20,123,18122,World of Warcraft,2023-04-26 20:01:59.805443+00:00,38251
45517_4_26_20,45517,29452,Virtual Casino,2023-04-26 20:01:59.805443+00:00,41487
2903_4_26_20,2903,66170,Warframe,2023-04-26 20:01:59.805443+00:00,31684
125174_4_26_20,125174,515025,Overwatch 2,2023-04-26 20:01:59.805443+00:00,25454
105254_4_26_20,105254,508509,Codenames,2023-04-26 20:01:59.805443+00:00,28021
126459_4_26_21,126459,516575,VALORANT,2023-04-26 21:01:53.890950+00:00,226518
121_4_26_21,121,27471,Minecraft,2023-04-26 21:01:53.890950+00:00,216562
1020_4_26_21,1020,32982,Grand Theft Auto V,2023-04-26 21:01:53.890950+00:00,143716
1372_4_26_21,1372,32399,Counter-Strike: Global Offensive,2023-04-26 21:01:53.890950+00:00,155715
115_4_26_21,115,21779,League of Legends,2023-04-26 21:01:53.890950+00:00,119441
178282_4_26_21,178282,213930085,Honkai: Star Rail,2023-04-26 21:01:53.890950+00:00,88146
3277_4_26_21,3277,263490,Rust,2023-04-26 21:01:53.890950+00:00,59331
131800_4_26_21,131800,512710,Call of Duty: Warzone,2023-04-26 21:01:53.890950+00:00,44628
123_4_26_21,123,18122,World of Warcraft,2023-04-26 21:01:53.890950+00:00,43689
114795_4_26_21,114795,511224,Apex Legends,2023-04-26 21:01:53.890950+00:00,39716
1905_4_26_21,1905,33214,Fortnite,2023-04-26 21:01:53.890950+00:00,28960
45517_4_26_21,45517,29452,Virtual Casino,2023-04-26 21:01:53.890950+00:00,42251
2963_4_26_21,2963,29595,Dota 2,2023-04-26 21:01:53.890950+00:00,36975
2903_4_26_21,2903,66170,Warframe,2023-04-26 21:01:53.890950+00:00,33237
105254_4_26_21,105254,508509,Codenames,2023-04-26 21:01:53.890950+00:00,26662
125174_4_26_21,125174,515025,Overwatch 2,2023-04-26 21:01:53.890950+00:00,17856
121_4_26_22,121,27471,Minecraft,2023-04-26 22:02:11.507704+00:00,254458
1020_4_26_22,1020,32982,Grand Theft Auto V,2023-04-26 22:02:11.507704+00:00,151115
126459_4_26_22,126459,516575,VALORANT,2023-04-26 22:02:11.507704+00:00,138595
1372_4_26_22,1372,32399,Counter-Strike: Global Offensive,2023-04-26 22:02:11.507704+00:00,124473
115_4_26_22,115,21779,League of Legends,2023-04-26 22:02:11.507704+00:00,112506
178282_4_26_22,178282,213930085,Honkai: Star Rail,2023-04-26 22:02:11.507704+00:00,77235
3277_4_26_22,3277,263490,Rust,2023-04-26 22:02:11.507704+00:00,54653
131800_4_26_22,131800,512710,Call of Duty: Warzone,2023-04-26 22:02:11.507704+00:00,45453
114795_4_26_22,114795,511224,Apex Legends,2023-04-26 22:02:11.507704+00:00,43067
1905_4_26_22,1905,33214,Fortnite,2023-04-26 22:02:11.507704+00:00,32200
123_4_26_22,123,18122,World of Warcraft,2023-04-26 22:02:11.507704+00:00,43390
2963_4_26_22,2963,29595,Dota 2,2023-04-26 22:02:11.507704+00:00,41295
45517_4_26_22,45517,29452,Virtual Casino,2023-04-26 22:02:11.507704+00:00,37302
2903_4_26_22,2903,66170,Warframe,2023-04-26 22:02:11.507704+00:00,28861
105322_4_26_22,105322,509549,Pummel Party,2023-04-26 22:02:11.507704+00:00,28011
7360_4_26_22,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-26 22:02:11.507704+00:00,19862
125174_4_26_22,125174,515025,Overwatch 2,2023-04-26 22:02:11.507704+00:00,16274
1020_4_26_23,1020,32982,Grand Theft Auto V,2023-04-26 23:01:42.035858+00:00,142438
126459_4_26_23,126459,516575,VALORANT,2023-04-26 23:01:42.035858+00:00,153201
1372_4_26_23,1372,32399,Counter-Strike: Global Offensive,2023-04-26 23:01:42.035858+00:00,146000
121_4_26_23,121,27471,Minecraft,2023-04-26 23:01:42.035858+00:00,139029
115_4_26_23,115,21779,League of Legends,2023-04-26 23:01:42.035858+00:00,98414
178282_4_26_23,178282,213930085,Honkai: Star Rail,2023-04-26 23:01:42.035858+00:00,67717
114795_4_26_23,114795,511224,Apex Legends,2023-04-26 23:01:42.035858+00:00,47319
1905_4_26_23,1905,33214,Fortnite,2023-04-26 23:01:42.035858+00:00,30756
3277_4_26_23,3277,263490,Rust,2023-04-26 23:01:42.035858+00:00,48198
123_4_26_23,123,18122,World of Warcraft,2023-04-26 23:01:42.035858+00:00,43066
2963_4_26_23,2963,29595,Dota 2,2023-04-26 23:01:42.035858+00:00,37315
131800_4_26_23,131800,512710,Call of Duty: Warzone,2023-04-26 23:01:42.035858+00:00,31197
7360_4_26_23,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-26 23:01:42.035858+00:00,25024
2903_4_26_23,2903,66170,Warframe,2023-04-26 23:01:42.035858+00:00,23943
205780_4_26_23,205780,1745202732,FIFA 23,2023-04-26 23:01:42.035858+00:00,23249
45517_4_26_23,45517,29452,Virtual Casino,2023-04-26 23:01:42.035858+00:00,24986
18866_4_26_23,18866,491487,Dead by Daylight,2023-04-26 23:01:42.035858+00:00,15133
1020_4_27_0,1020,32982,Grand Theft Auto V,2023-04-27 00:02:52.268079+00:00,170097
126459_4_27_0,126459,516575,VALORANT,2023-04-27 00:02:52.268079+00:00,153524
121_4_27_0,121,27471,Minecraft,2023-04-27 00:02:52.268079+00:00,174034
115_4_27_0,115,21779,League of Legends,2023-04-27 00:02:52.268079+00:00,78031
178282_4_27_0,178282,213930085,Honkai: Star Rail,2023-04-27 00:02:52.268079+00:00,81152
1372_4_27_0,1372,32399,Counter-Strike: Global Offensive,2023-04-27 00:02:52.268079+00:00,71324
114795_4_27_0,114795,511224,Apex Legends,2023-04-27 00:02:52.268079+00:00,47143
1905_4_27_0,1905,33214,Fortnite,2023-04-27 00:02:52.268079+00:00,29211
3277_4_27_0,3277,263490,Rust,2023-04-27 00:02:52.268079+00:00,41978
131800_4_27_0,131800,512710,Call of Duty: Warzone,2023-04-27 00:02:52.268079+00:00,27985
7360_4_27_0,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-27 00:02:52.268079+00:00,30917
2963_4_27_0,2963,29595,Dota 2,2023-04-27 00:02:52.268079+00:00,30207
205780_4_27_0,205780,1745202732,FIFA 23,2023-04-27 00:02:52.268079+00:00,25328
123_4_27_0,123,18122,World of Warcraft,2023-04-27 00:02:52.268079+00:00,32681
18866_4_27_0,18866,491487,Dead by Daylight,2023-04-27 00:02:52.268079+00:00,16242
125174_4_27_0,125174,515025,Overwatch 2,2023-04-27 00:02:52.268079+00:00,14582
2903_4_27_0,2903,66170,Warframe,2023-04-27 00:02:52.268079+00:00,18554
1020_4_27_1,1020,32982,Grand Theft Auto V,2023-04-27 01:02:49.093179+00:00,175999
126459_4_27_1,126459,516575,VALORANT,2023-04-27 01:02:49.093179+00:00,146429
121_4_27_1,121,27471,Minecraft,2023-04-27 01:02:49.093179+00:00,152757
178282_4_27_1,178282,213930085,Honkai: Star Rail,2023-04-27 01:02:49.093179+00:00,104393
115_4_27_1,115,21779,League of Legends,2023-04-27 01:02:49.093179+00:00,75617
1372_4_27_1,1372,32399,Counter-Strike: Global Offensive,2023-04-27 01:02:49.093179+00:00,68975
1905_4_27_1,1905,33214,Fortnite,2023-04-27 01:02:49.093179+00:00,28353
3277_4_27_1,3277,263490,Rust,2023-04-27 01:02:49.093179+00:00,40423
114795_4_27_1,114795,511224,Apex Legends,2023-04-27 01:02:49.093179+00:00,21364
123_4_27_1,123,18122,World of Warcraft,2023-04-27 01:02:49.093179+00:00,26472
2963_4_27_1,2963,29595,Dota 2,2023-04-27 01:02:49.093179+00:00,29559
7360_4_27_1,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-27 01:02:49.093179+00:00,28278
131800_4_27_1,131800,512710,Call of Duty: Warzone,2023-04-27 01:02:49.093179+00:00,23958
18866_4_27_1,18866,491487,Dead by Daylight,2023-04-27 01:02:49.093179+00:00,19100
200165_4_27_1,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-27 01:02:49.093179+00:00,19190
7329_4_27_1,7329,460637,Dead Island 2,2023-04-27 01:02:49.093179+00:00,25075
205780_4_27_1,205780,1745202732,FIFA 23,2023-04-27 01:02:49.093179+00:00,22328
125174_4_27_1,125174,515025,Overwatch 2,2023-04-27 01:02:49.093179+00:00,14095
45517_4_27_1,45517,29452,Virtual Casino,2023-04-27 01:02:49.093179+00:00,20220
1020_4_27_2,1020,32982,Grand Theft Auto V,2023-04-27 02:03:20.736114+00:00,209270
126459_4_27_2,126459,516575,VALORANT,2023-04-27 02:03:20.736114+00:00,150467
178282_4_27_2,178282,213930085,Honkai: Star Rail,2023-04-27 02:03:20.736114+00:00,145855
121_4_27_2,121,27471,Minecraft,2023-04-27 02:03:20.736114+00:00,111782
115_4_27_2,115,21779,League of Legends,2023-04-27 02:03:20.736114+00:00,67181
1372_4_27_2,1372,32399,Counter-Strike: Global Offensive,2023-04-27 02:03:20.736114+00:00,56588
1905_4_27_2,1905,33214,Fortnite,2023-04-27 02:03:20.736114+00:00,26593
3277_4_27_2,3277,263490,Rust,2023-04-27 02:03:20.736114+00:00,41248
200165_4_27_2,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-27 02:03:20.736114+00:00,22187
114795_4_27_2,114795,511224,Apex Legends,2023-04-27 02:03:20.736114+00:00,20224
18866_4_27_2,18866,491487,Dead by Daylight,2023-04-27 02:03:20.736114+00:00,19555
7360_4_27_2,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-27 02:03:20.736114+00:00,23848
131800_4_27_2,131800,512710,Call of Duty: Warzone,2023-04-27 02:03:20.736114+00:00,21390
7329_4_27_2,7329,460637,Dead Island 2,2023-04-27 02:03:20.736114+00:00,24127
2963_4_27_2,2963,29595,Dota 2,2023-04-27 02:03:20.736114+00:00,25586
123_4_27_2,123,18122,World of Warcraft,2023-04-27 02:03:20.736114+00:00,20174
125174_4_27_2,125174,515025,Overwatch 2,2023-04-27 02:03:20.736114+00:00,15729
45517_4_27_2,45517,29452,Virtual Casino,2023-04-27 02:03:20.736114+00:00,19049
1020_4_27_3,1020,32982,Grand Theft Auto V,2023-04-27 03:02:18.791996+00:00,139412
178282_4_27_3,178282,213930085,Honkai: Star Rail,2023-04-27 03:02:18.791996+00:00,144225
126459_4_27_3,126459,516575,VALORANT,2023-04-27 03:02:18.791996+00:00,76392
121_4_27_3,121,27471,Minecraft,2023-04-27 03:02:18.791996+00:00,82499
115_4_27_3,115,21779,League of Legends,2023-04-27 03:02:18.791996+00:00,67996
1372_4_27_3,1372,32399,Counter-Strike: Global Offensive,2023-04-27 03:02:18.791996+00:00,40125
1905_4_27_3,1905,33214,Fortnite,2023-04-27 03:02:18.791996+00:00,22302
114795_4_27_3,114795,511224,Apex Legends,2023-04-27 03:02:18.791996+00:00,21414
18866_4_27_3,18866,491487,Dead by Daylight,2023-04-27 03:02:18.791996+00:00,11197
7360_4_27_3,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-27 03:02:18.791996+00:00,24284
125174_4_27_3,125174,515025,Overwatch 2,2023-04-27 03:02:18.791996+00:00,16440
200165_4_27_3,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-27 03:02:18.791996+00:00,11608
131800_4_27_3,131800,512710,Call of Duty: Warzone,2023-04-27 03:02:18.791996+00:00,17320
2903_4_27_3,2903,66170,Warframe,2023-04-27 03:02:18.791996+00:00,20051
123_4_27_3,123,18122,World of Warcraft,2023-04-27 03:02:18.791996+00:00,15192
3277_4_27_3,3277,263490,Rust,2023-04-27 03:02:18.791996+00:00,20133
122589_4_27_3,122589,514661,The Long Drive,2023-04-27 03:02:18.791996+00:00,19343
2963_4_27_3,2963,29595,Dota 2,2023-04-27 03:02:18.791996+00:00,18145
1020_4_27_4,1020,32982,Grand Theft Auto V,2023-04-27 04:01:57.761555+00:00,112853
178282_4_27_4,178282,213930085,Honkai: Star Rail,2023-04-27 04:01:57.761555+00:00,82298
121_4_27_4,121,27471,Minecraft,2023-04-27 04:01:57.761555+00:00,78183
126459_4_27_4,126459,516575,VALORANT,2023-04-27 04:01:57.761555+00:00,58815
115_4_27_4,115,21779,League of Legends,2023-04-27 04:01:57.761555+00:00,58399
1372_4_27_4,1372,32399,Counter-Strike: Global Offensive,2023-04-27 04:01:57.761555+00:00,40342
1905_4_27_4,1905,33214,Fortnite,2023-04-27 04:01:57.761555+00:00,17954
131800_4_27_4,131800,512710,Call of Duty: Warzone,2023-04-27 04:01:57.761555+00:00,23816
114795_4_27_4,114795,511224,Apex Legends,2023-04-27 04:01:57.761555+00:00,17429
125174_4_27_4,125174,515025,Overwatch 2,2023-04-27 04:01:57.761555+00:00,18112
18866_4_27_4,18866,491487,Dead by Daylight,2023-04-27 04:01:57.761555+00:00,13431
45517_4_27_4,45517,29452,Virtual Casino,2023-04-27 04:01:57.761555+00:00,22656
200165_4_27_4,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-27 04:01:57.761555+00:00,11086
2903_4_27_4,2903,66170,Warframe,2023-04-27 04:01:57.761555+00:00,18264
3277_4_27_4,3277,263490,Rust,2023-04-27 04:01:57.761555+00:00,20614
7360_4_27_4,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-27 04:01:57.761555+00:00,17840
122589_4_27_4,122589,514661,The Long Drive,2023-04-27 04:01:57.761555+00:00,18600
126459_4_27_5,126459,516575,VALORANT,2023-04-27 05:02:19.802972+00:00,57125
121_4_27_5,121,27471,Minecraft,2023-04-27 05:02:19.802972+00:00,75790
178282_4_27_5,178282,213930085,Honkai: Star Rail,2023-04-27 05:02:19.802972+00:00,64678
115_4_27_5,115,21779,League of Legends,2023-04-27 05:02:19.802972+00:00,58123
1020_4_27_5,1020,32982,Grand Theft Auto V,2023-04-27 05:02:19.802972+00:00,49244
1372_4_27_5,1372,32399,Counter-Strike: Global Offensive,2023-04-27 05:02:19.802972+00:00,47532
114795_4_27_5,114795,511224,Apex Legends,2023-04-27 05:02:19.802972+00:00,20363
1905_4_27_5,1905,33214,Fortnite,2023-04-27 05:02:19.802972+00:00,14218
131800_4_27_5,131800,512710,Call of Duty: Warzone,2023-04-27 05:02:19.802972+00:00,22565
45517_4_27_5,45517,29452,Virtual Casino,2023-04-27 05:02:19.802972+00:00,21528
18866_4_27_5,18866,491487,Dead by Daylight,2023-04-27 05:02:19.802972+00:00,13528
2903_4_27_5,2903,66170,Warframe,2023-04-27 05:02:19.802972+00:00,19768
125174_4_27_5,125174,515025,Overwatch 2,2023-04-27 05:02:19.802972+00:00,13296
200165_4_27_5,200165,1678052513,Call of Duty: Modern Warfare II,2023-04-27 05:02:19.802972+00:00,10597
123_4_27_5,123,18122,World of Warcraft,2023-04-27 05:02:19.802972+00:00,15151
120176_4_27_5,120176,513143,Teamfight Tactics,2023-04-27 05:02:19.802972+00:00,17359
2963_4_27_5,2963,29595,Dota 2,2023-04-27 05:02:19.802972+00:00,16888
121_4_27_6,121,27471,Minecraft,2023-04-27 06:02:15.913126+00:00,84147
115_4_27_6,115,21779,League of Legends,2023-04-27 06:02:15.913126+00:00,62187
126459_4_27_6,126459,516575,VALORANT,2023-04-27 06:02:15.913126+00:00,51443
1020_4_27_6,1020,32982,Grand Theft Auto V,2023-04-27 06:02:15.913126+00:00,41216
178282_4_27_6,178282,213930085,Honkai: Star Rail,2023-04-27 06:02:15.913126+00:00,29800
123_4_27_6,123,18122,World of Warcraft,2023-04-27 06:02:15.913126+00:00,32097
1905_4_27_6,1905,33214,Fortnite,2023-04-27 06:02:15.913126+00:00,15399
1372_4_27_6,1372,32399,Counter-Strike: Global Offensive,2023-04-27 06:02:15.913126+00:00,24364
114795_4_27_6,114795,511224,Apex Legends,2023-04-27 06:02:15.913126+00:00,16438
45517_4_27_6,45517,29452,Virtual Casino,2023-04-27 06:02:15.913126+00:00,22201
125174_4_27_6,125174,515025,Overwatch 2,2023-04-27 06:02:15.913126+00:00,14210
18866_4_27_6,18866,491487,Dead by Daylight,2023-04-27 06:02:15.913126+00:00,13981
2963_4_27_6,2963,29595,Dota 2,2023-04-27 06:02:15.913126+00:00,18965
120176_4_27_6,120176,513143,Teamfight Tactics,2023-04-27 06:02:15.913126+00:00,18651
3277_4_27_6,3277,263490,Rust,2023-04-27 06:02:15.913126+00:00,18475
131800_4_27_6,131800,512710,Call of Duty: Warzone,2023-04-27 06:02:15.913126+00:00,14753
205780_4_27_6,205780,1745202732,FIFA 23,2023-04-27 06:02:15.913126+00:00,15190
126459_4_27_7,126459,516575,VALORANT,2023-04-27 07:02:14.400622+00:00,63072
121_4_27_7,121,27471,Minecraft,2023-04-27 07:02:14.400622+00:00,75562
115_4_27_7,115,21779,League of Legends,2023-04-27 07:02:14.400622+00:00,51303
1020_4_27_7,1020,32982,Grand Theft Auto V,2023-04-27 07:02:14.400622+00:00,40155
178282_4_27_7,178282,213930085,Honkai: Star Rail,2023-04-27 07:02:14.400622+00:00,29860
1372_4_27_7,1372,32399,Counter-Strike: Global Offensive,2023-04-27 07:02:14.400622+00:00,28347
123_4_27_7,123,18122,World of Warcraft,2023-04-27 07:02:14.400622+00:00,28512
114795_4_27_7,114795,511224,Apex Legends,2023-04-27 07:02:14.400622+00:00,19238
1905_4_27_7,1905,33214,Fortnite,2023-04-27 07:02:14.400622+00:00,16408
125174_4_27_7,125174,515025,Overwatch 2,2023-04-27 07:02:14.400622+00:00,18217
3277_4_27_7,3277,263490,Rust,2023-04-27 07:02:14.400622+00:00,21658
2963_4_27_7,2963,29595,Dota 2,2023-04-27 07:02:14.400622+00:00,20880
45517_4_27_7,45517,29452,Virtual Casino,2023-04-27 07:02:14.400622+00:00,20162
18866_4_27_7,18866,491487,Dead by Daylight,2023-04-27 07:02:14.400622+00:00,12243
120176_4_27_7,120176,513143,Teamfight Tactics,2023-04-27 07:02:14.400622+00:00,16877
131800_4_27_7,131800,512710,Call of Duty: Warzone,2023-04-27 07:02:14.400622+00:00,14112
104967_4_27_7,104967,508455,Valheim,2023-04-27 07:02:14.400622+00:00,14288
121_4_27_8,121,27471,Minecraft,2023-04-27 08:02:11.808480+00:00,92256
115_4_27_8,115,21779,League of Legends,2023-04-27 08:02:11.808480+00:00,65419
126459_4_27_8,126459,516575,VALORANT,2023-04-27 08:02:11.808480+00:00,54165
1020_4_27_8,1020,32982,Grand Theft Auto V,2023-04-27 08:02:11.808480+00:00,32595
178282_4_27_8,178282,213930085,Honkai: Star Rail,2023-04-27 08:02:11.808480+00:00,29263
1372_4_27_8,1372,32399,Counter-Strike: Global Offensive,2023-04-27 08:02:11.808480+00:00,32403
2963_4_27_8,2963,29595,Dota 2,2023-04-27 08:02:11.808480+00:00,29625
1905_4_27_8,1905,33214,Fortnite,2023-04-27 08:02:11.808480+00:00,20612
3277_4_27_8,3277,263490,Rust,2023-04-27 08:02:11.808480+00:00,26604
125174_4_27_8,125174,515025,Overwatch 2,2023-04-27 08:02:11.808480+00:00,23042
114795_4_27_8,114795,511224,Apex Legends,2023-04-27 08:02:11.808480+00:00,16978
45517_4_27_8,45517,29452,Virtual Casino,2023-04-27 08:02:11.808480+00:00,21368
120176_4_27_8,120176,513143,Teamfight Tactics,2023-04-27 08:02:11.808480+00:00,18214
104967_4_27_8,104967,508455,Valheim,2023-04-27 08:02:11.808480+00:00,16746
123_4_27_8,123,18122,World of Warcraft,2023-04-27 08:02:11.808480+00:00,14753
205780_4_27_8,205780,1745202732,FIFA 23,2023-04-27 08:02:11.808480+00:00,14677
131800_4_27_8,131800,512710,Call of Duty: Warzone,2023-04-27 08:02:11.808480+00:00,12383
1279_4_27_8,1279,138585,Hearthstone,2023-04-27 08:02:11.808480+00:00,13897
115_4_27_9,115,21779,League of Legends,2023-04-27 09:01:49.353579+00:00,65826
126459_4_27_9,126459,516575,VALORANT,2023-04-27 09:01:49.353579+00:00,55012
121_4_27_9,121,27471,Minecraft,2023-04-27 09:01:49.353579+00:00,59115
3277_4_27_9,3277,263490,Rust,2023-04-27 09:01:49.353579+00:00,49019
1020_4_27_9,1020,32982,Grand Theft Auto V,2023-04-27 09:01:49.353579+00:00,30611
178282_4_27_9,178282,213930085,Honkai: Star Rail,2023-04-27 09:01:49.353579+00:00,29534
2963_4_27_9,2963,29595,Dota 2,2023-04-27 09:01:49.353579+00:00,31471
1372_4_27_9,1372,32399,Counter-Strike: Global Offensive,2023-04-27 09:01:49.353579+00:00,29971
123_4_27_9,123,18122,World of Warcraft,2023-04-27 09:01:49.353579+00:00,30544
125174_4_27_9,125174,515025,Overwatch 2,2023-04-27 09:01:49.353579+00:00,23129
114795_4_27_9,114795,511224,Apex Legends,2023-04-27 09:01:49.353579+00:00,19745
1905_4_27_9,1905,33214,Fortnite,2023-04-27 09:01:49.353579+00:00,16656
45517_4_27_9,45517,29452,Virtual Casino,2023-04-27 09:01:49.353579+00:00,22109
120176_4_27_9,120176,513143,Teamfight Tactics,2023-04-27 09:01:49.353579+00:00,20572
104967_4_27_9,104967,508455,Valheim,2023-04-27 09:01:49.353579+00:00,17374
131800_4_27_9,131800,512710,Call of Duty: Warzone,2023-04-27 09:01:49.353579+00:00,13887
18866_4_27_9,18866,491487,Dead by Daylight,2023-04-27 09:01:49.353579+00:00,10422
126459_4_27_10,126459,516575,VALORANT,2023-04-27 10:01:54.228085+00:00,74180
115_4_27_10,115,21779,League of Legends,2023-04-27 10:01:54.228085+00:00,72857
3277_4_27_10,3277,263490,Rust,2023-04-27 10:01:54.228085+00:00,76140
2963_4_27_10,2963,29595,Dota 2,2023-04-27 10:01:54.228085+00:00,54960
121_4_27_10,121,27471,Minecraft,2023-04-27 10:01:54.228085+00:00,53868
123_4_27_10,123,18122,World of Warcraft,2023-04-27 10:01:54.228085+00:00,45652
1372_4_27_10,1372,32399,Counter-Strike: Global Offensive,2023-04-27 10:01:54.228085+00:00,41027
1020_4_27_10,1020,32982,Grand Theft Auto V,2023-04-27 10:01:54.228085+00:00,30284
178282_4_27_10,178282,213930085,Honkai: Star Rail,2023-04-27 10:01:54.228085+00:00,31120
114795_4_27_10,114795,511224,Apex Legends,2023-04-27 10:01:54.228085+00:00,24924
1905_4_27_10,1905,33214,Fortnite,2023-04-27 10:01:54.228085+00:00,18175
45517_4_27_10,45517,29452,Virtual Casino,2023-04-27 10:01:54.228085+00:00,22493
120176_4_27_10,120176,513143,Teamfight Tactics,2023-04-27 10:01:54.228085+00:00,21517
125174_4_27_10,125174,515025,Overwatch 2,2023-04-27 10:01:54.228085+00:00,15949
131800_4_27_10,131800,512710,Call of Duty: Warzone,2023-04-27 10:01:54.228085+00:00,16021
18866_4_27_10,18866,491487,Dead by Daylight,2023-04-27 10:01:54.228085+00:00,11387
1279_4_27_10,1279,138585,Hearthstone,2023-04-27 10:01:54.228085+00:00,15318
2963_4_27_11,2963,29595,Dota 2,2023-04-27 11:02:06.688626+00:00,178781
126459_4_27_11,126459,516575,VALORANT,2023-04-27 11:02:06.688626+00:00,88379
3277_4_27_11,3277,263490,Rust,2023-04-27 11:02:06.688626+00:00,94451
115_4_27_11,115,21779,League of Legends,2023-04-27 11:02:06.688626+00:00,81857
121_4_27_11,121,27471,Minecraft,2023-04-27 11:02:06.688626+00:00,72706
178282_4_27_11,178282,213930085,Honkai: Star Rail,2023-04-27 11:02:06.688626+00:00,34566
1372_4_27_11,1372,32399,Counter-Strike: Global Offensive,2023-04-27 11:02:06.688626+00:00,35859
1020_4_27_11,1020,32982,Grand Theft Auto V,2023-04-27 11:02:06.688626+00:00,30589
123_4_27_11,123,18122,World of Warcraft,2023-04-27 11:02:06.688626+00:00,36593
114795_4_27_11,114795,511224,Apex Legends,2023-04-27 11:02:06.688626+00:00,21661
27789_4_27_11,27789,493057,PUBG: BATTLEGROUNDS,2023-04-27 11:02:06.688626+00:00,26452
1905_4_27_11,1905,33214,Fortnite,2023-04-27 11:02:06.688626+00:00,16964
120176_4_27_11,120176,513143,Teamfight Tactics,2023-04-27 11:02:06.688626+00:00,18052
131800_4_27_11,131800,512710,Call of Duty: Warzone,2023-04-27 11:02:06.688626+00:00,18820
125174_4_27_11,125174,515025,Overwatch 2,2023-04-27 11:02:06.688626+00:00,16966
45517_4_27_11,45517,29452,Virtual Casino,2023-04-27 11:02:06.688626+00:00,18581
2963_4_27_12,2963,29595,Dota 2,2023-04-27 12:02:00.557455+00:00,182423
3277_4_27_12,3277,263490,Rust,2023-04-27 12:02:00.557455+00:00,116815
126459_4_27_12,126459,516575,VALORANT,2023-04-27 12:02:00.557455+00:00,76516
115_4_27_12,115,21779,League of Legends,2023-04-27 12:02:00.557455+00:00,88486
121_4_27_12,121,27471,Minecraft,2023-04-27 12:02:00.557455+00:00,82091
1372_4_27_12,1372,32399,Counter-Strike: Global Offensive,2023-04-27 12:02:00.557455+00:00,45474
1020_4_27_12,1020,32982,Grand Theft Auto V,2023-04-27 12:02:00.557455+00:00,37593
178282_4_27_12,178282,213930085,Honkai: Star Rail,2023-04-27 12:02:00.557455+00:00,33894
123_4_27_12,123,18122,World of Warcraft,2023-04-27 12:02:00.557455+00:00,23800
27789_4_27_12,27789,493057,PUBG: BATTLEGROUNDS,2023-04-27 12:02:00.557455+00:00,29494
114795_4_27_12,114795,511224,Apex Legends,2023-04-27 12:02:00.557455+00:00,23227
7360_4_27_12,7360,460630,Tom Clancy's Rainbow Six Siege,2023-04-27 12:02:00.557455+00:00,27221
1905_4_27_12,1905,33214,Fortnite,2023-04-27 12:02:00.557455+00:00,20048
120176_4_27_12,120176,513143,Teamfight Tactics,2023-04-27 12:02:00.557455+00:00,24596
117199_4_27_12,117199,512033,GODDESS OF VICTORY: NIKKE,2023-04-27 12:02:00.557455+00:00,12289
131800_4_27_12,131800,512710,Call of Duty: Warzone,2023-04-27 12:02:00.557455+00:00,16170
2963_4_27_13,2963,29595,Dota 2,2023-04-27 13:02:02.264555+00:00,190905
3277_4_27_13,3277,263490,Rust,2023-04-27 13:02:02.264555+00:00,128028
126459_4_27_13,126459,516575,VALORANT,2023-04-27 13:02:02.264555+00:00,90179
121_4_27_13,121,27471,Minecraft,2023-04-27 13:02:02.264555+00:00,104818
